title,link,date,summary
Voltas or Blue Star – Which is a better play in the AC segment?,https://www.moneycontrol.com/news/business/earnings/voltas-or-blue-star-which-is-a-better-play-in-the-ac-segment-12244981.html,"February 12, 2024 10:22 AM IST",The performance of Voltas in the domestic market is patchy and it is facing execution challenges abroad
Aurobindo Pharma surges 3% as investors cheer strong Q3 earnings,https://www.moneycontrol.com/news/business/markets/aurobindo-pharma-surges-3-as-investors-cheer-strong-q3-earnings-12244661.html,"February 12, 2024 12:22 PM IST","Aurobindo Pharma's Q3 net profit soared 91 percent on year and revenue jumped 15 percent. Topline growth was aided by strong performance across all segments, including US and Europe formulations business, specialty and injectables, anti retro0viral and active pharmaceutical ingredient (API) business."
Indian Rail Finance Corp trades 4% lower on decline in Q3 net profit,https://www.moneycontrol.com/news/business/stocks/indian-rail-finance-corp-trades-4-lower-on-decline-in-q3-net-profit-12244161.html,"February 12, 2024 10:07 AM IST","Revenue from operations grew 8.43 percent to Rs 6,742 crore in Q3FY24 against Rs 6,218 crore in the previous fiscal."
Apeejay Surrendra Park lists with 15% premium over IPO price,https://www.moneycontrol.com/news/business/ipo/apeejay-surrendra-park-lists-with-15-premium-over-ipo-price-12244501.html,"February 12, 2024 10:49 AM IST",The Rs930 crore IPO opened on February 5 and closed on February 7. The quota for Qualified Institutional Buyers (QIBs) garnered 75.14 times subscription
"Paytm gains 3% on setting up advisory panel to guide on compliance, regulations",https://www.moneycontrol.com/news/business/markets/paytm-gains-3-on-setting-up-advisory-panel-to-guide-on-compliance-regulations-12244571.html,"February 12, 2024 09:54 AM IST",Paytm has formed a panel headed by formed SEBI chairman N. Damodaran to advise Paytm Payments Bank Ltd on compliance and regulation.
"MSCI rejig tomorrow: 5 PSUs likely to be added to standard index, India could see $1 billion inflow",https://www.moneycontrol.com/news/business/markets/msci-rejig-tomorrow-5-psus-likely-to-be-added-to-standard-index-india-could-see-1-billion-inflow-12244261.html,"February 12, 2024 09:52 AM IST","NMDC, Punjab National Bank, BHEL, Union Bank of India, NHPC are likely to be added to MSCI Standard index, as per the calculations done by Nuvama"
Mamaearth parent Honasa Consumer stock soars 10% on Q3 boost,https://www.moneycontrol.com/news/business/markets/mamaearth-parent-honasa-consumer-stock-soars-10-on-q3-boost-12243841.html,"February 12, 2024 04:00 PM IST","Analysts at JPMorgan downgraded the stock to 'underweight' with a target price of Rs 390 per share, 10 percent below its last close price"
ONGC shares slide 1.3% on weak Q3 earnings,https://www.moneycontrol.com/news/business/earnings/ongc-shares-slide-1-3-on-weak-q3-earnings-12244601.html,"February 12, 2024 09:46 AM IST","The firm's consolidated net profit dropped by 8% to Rs 10,748 crore in the December quarter, with revenue falling 2.2% to Rs 1,65,569 crore compared to the previous year."
"Sensex falls amid weakness in banking stocks, analysts eye Nifty to reclaim 22,000 for renewed rally",https://www.moneycontrol.com/news/business/markets/sensex-flat-ahead-of-inflation-data-nifty-needs-to-go-past-22000-for-upmove-say-analysts-12244451.html,"February 12, 2024 11:10 AM IST","Market experts believe time-wise correction will continue to be the norm for the next few sessions, until Nifty breaks past 22,000"
"Tata Power falls 2.5% on muted Q3 profit, revenue grows 6.2%",https://www.moneycontrol.com/news/business/stocks/tata-power-falls-2-5-on-muted-q3-profit-revenue-grows-6-2-12243851.html,"February 12, 2024 09:35 AM IST","According to Morgan Stanley, Q3 earnings miss was driven by slower growth in regulated business and lower margins in Utility Scale Renewables."
"Agri Picks Report February 12, 2024: Geojit",https://www.moneycontrol.com/news/business/stocks/agri-picks-report-february-12-2024-geojit-12244471.html,"February 12, 2024 09:21 AM IST","According to Geojit, The National Commodity and Derivatives Exchange is considering launching options on futures in a few spices and other commodities."
What’s Paytm value after price correction?,https://www.moneycontrol.com/news/business/moneycontrol-research/whats-paytm-value-after-price-correction-12244241.html,"February 12, 2024 01:09 PM IST",There is a long a list of concerns that makes the fintech stock a clear avoid at this juncture
"Max Healthcare sets the bar high for Apollo Hospitals, Fortis Healthcare",https://www.moneycontrol.com/news/opinion/max-healthcare-sets-the-bar-high-for-apollo-hospitals-fortis-healthcare-12244101.html,"February 12, 2024 09:00 AM IST",Max’s operating metrics are superior chiefly due to its hospitals being concentrated in the Delhi NCR region and focus on higher margin-yielding specialities
EaseMy Trip Q3 FY24 – Not easy to defend the premium valuation,https://www.moneycontrol.com/news/business/earnings/easemy-trip-q3-fy24-not-easy-to-defend-the-premium-valuation-12243981.html,"February 12, 2024 09:21 AM IST",The travel portal lost market share in Q3 and profitability was under pressure
"Live: Nifty to consolidate further? Hero, ONGC & Coal India in focus | Oil outlook with Peter Mcguire",https://www.moneycontrol.com/news/videos/business/earnings/live-nifty-to-consolidate-further-heroongc-coal-india-in-focus-oil-outlook-with-peter-mcguire-12244081.html,"February 12, 2024 08:34 AM IST","Indian equity market is expected to remain in a consolidative phase in the coming sessions with key support at 21,600-21,500 zone, while the hurdle on the higher side is expected to be at 22,050, the high of last week, experts said, adding if the index breaks the support, then selling pressure may extend further to 21,300 but surpassing the resistance (22,050) may take it to a new high. On February 9, the BSE Sensex rallied 167 points to 71,595, while the Nifty 50 rose 64 points to 21,783. The index also held 21-day EMA (exponential moving average 21,670), which can be an immediate support for the index. Meanwhile, the broader markets witnessed a sharp correction. The Nifty Midcap 100 index was down 0.89 percent and Nifty Smallcap 100 index fell 1.4 percent. This morning global cues are largely mixed after S&P 500 ended above the 5,000 level for the first time ever. The Gift Nifty is hinting at an open above the 21,900 mark.  Among stocks in focus will be Hero Motocorp, ONGC, Aurobindo pharma and Coal India. Meanwhile shares of Apeejay Surrendra will list on the bourses today. We also have Peter Mcguire of XM Australia joining us in our studio for an outlook on where crude prices are headed amid the ongoing Red Sea tensions. Also joining us will be Rajesh Palviya, Axis Securities for chart checks and your stock related queries."
"Closing Bell: Sensex down 523 pts, Nifty around 21,600; PSU Banks worst hit, IT, pharma gain",https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-12-02-2024-12243621.html,"February 12, 2024 04:23 PM IST","Top losers on the Nifty included Coal India, Hero MotoCorp, BPCL, ONGC and NTPC, while gainers were Dr Reddy's Laboratories, Apollo Hospitals, Wipro, Divis Labs and HCL Technologies."
Top 10 stocks to bet on as market likely to lack a direction in trade this week,https://www.moneycontrol.com/news/business/markets/top-10-stocks-to-bet-on-as-market-likely-to-lack-a-direction-in-trade-this-week-12243221.html,"February 12, 2024 08:10 AM IST","Traders should keep a close eye on key support (21,500) and resistance levels (22,000–22,100) and remain flexible in their trading strategies,"
Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-229-12237621.html,"February 12, 2024 07:12 AM IST","Trends in the GIFT Nifty indicate a strong start for the broader index in India, with a gain of 108 points or 0.49 percent."
"Chartist Talks | Why Nifty at 23,000 in Feb appears unlikely to Ashish Kyal",https://www.moneycontrol.com/news/business/markets/chartist-talks-why-nifty-at-23000-in-feb-appears-unlikely-to-ashish-kyal-12243391.html,"February 12, 2024 07:05 AM IST","If 21,550 is broken then the Nifty 50 can show selling pressure to 21,098 Gann levels. Only a close above 22,120 will extend the up move further from here on."
"HFT Scan: Zee Media, Yes Bank record hectic trading",https://www.moneycontrol.com/news/business/markets/hft-scan-zee-media-yes-bank-record-hectic-trading-12236511.html,"February 12, 2024 06:34 AM IST",Yes Bank touched a 52-week high.
"Bet on these 3 stocks for up to 20% return as traders should focus on Nifty at 21,500",https://www.moneycontrol.com/news/business/markets/bet-on-these-3-stocks-for-up-to-20-return-as-traders-should-focus-on-nifty-at-21500-12243411.html,"February 12, 2024 06:43 AM IST","Looking ahead to the current week for Nifty, it's crucial for traders to closely monitor the 21,500 level, which is identified as a significant support level."
"Buzzing Stocks: Paytm, Tata Power, ONGC, Tata Power, IRFC, Bandhan Bank, others in news",https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-paytm-tata-power-ongc-tata-power-irfc-bandhan-bank-others-in-news-12243201.html,"February 12, 2024 06:16 AM IST","Stocks to watch: Check out the companies making headlines before the opening bell today, on February 12, 2024."
"Trade Spotlight | Your strategy for Apollo Hospitals, Bharat Forge, Birla Corp today",https://www.moneycontrol.com/news/business/markets/trade-spotlight-your-strategy-for-apollo-hospitals-bharat-forge-birla-corp-today-12243351.html,"February 12, 2024 06:11 AM IST","Apollo Hospitals Enterprise formed long bullish candlestick pattern on the daily charts with strong volumes. Further, the stock has seen a breakout of falling resistance trendline adjoining multiple touchpoints."
Hot stocks | Why you should buy Apollo Hospitals and sell IOC for the short term?,https://www.moneycontrol.com/news/business/markets/hot-stocks-why-you-should-buy-apollo-hospitals-and-sell-ioc-for-the-short-term-12243171.html,"February 12, 2024 06:01 AM IST","The sacrosanct support for Nifty 50 is 21,500 for the upcoming week. On the flip side, 21,900-22,000 zone remains a daunting task for the bulls, followed by the sturdy hurdle of 22,100."
Stockology: Avoid contrarian ideas & remain a good trend follower in markets this week,https://www.moneycontrol.com/news/opinion/stockology-avoid-contrarian-ideas-remain-a-good-trend-follower-in-markets-this-week-12242691.html,"February 11, 2024 08:15 PM IST","The current phase of the market is like a slow poison, it will keep sucking the earned profits from the investor’s existing portfolio"
Bajaj Finance shares underperformance enters fifth month; will retail investors hold on to it?,https://www.moneycontrol.com/news/business/markets/bajaj-finance-shares-underperformance-enters-fifth-month-will-retail-investors-hold-on-to-it-12242451.html,"February 11, 2024 07:44 PM IST","Bajaj Finance shares are trading below their 20 days simple moving average (SMA), indicating short term weakness."
MC Explains: Can Paytm sustain its business model? A deep dive into how it operates and what-if scenarios,https://www.moneycontrol.com/news/business/stocks/mc-explains-can-paytm-sustain-its-business-model-a-deep-dive-into-its-operations-12237911.html,"February 10, 2024 08:38 PM IST","After the central bank cracked down on Paytm Payments Bank, the question is how will Paytm be affected? What part of the business could be lost and what will remain? Where does it go from here? Does it offer value? Here’s a breakdown of what happened and how it will affect the company"
